t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
11.194339,13.1250,1.3000,4.3940,447.36,move_early
11.208071,13.7320,0.7380,3.4400,447.55,move_early
11.237702,29.6310,0.8020,4.3710,448.22,move_early
11.252628,14.9260,1.0400,4.2540,449.01,move_early
11.268367,15.7390,1.1730,3.0520,449.68,move_early
11.283333,14.9660,0.8670,3.0630,450.34,move_early
11.297320,13.9870,1.0480,4.2930,451.01,move_early
11.310802,13.4820,0.8490,4.2820,451.68,move_early
11.321160,10.3580,0.7860,4.2950,452.34,move_early
11.331688,10.5280,0.7990,4.2860,452.95,move_early
11.341787,10.0990,0.7490,3.0690,453.38,move_early
11.360109,18.3220,0.7230,4.2880,453.78,move_early
11.382977,22.8680,0.8090,3.1820,454.38,move_early
11.396841,13.8640,1.0790,4.5380,454.99,move_early
11.462462,65.6210,1.1250,4.0490,455.59,move_early
11.492856,30.3940,0.8550,3.1870,458.36,move_early
11.507718,14.8620,1.3760,3.8620,459.55,move_early
11.522988,15.2700,1.1530,3.4210,460.44,move_early
11.544110,21.1220,1.0090,3.2080,460.72,move_early
11.557463,13.3530,0.9190,2.8480,461.89,move_early
11.627064,69.6010,1.0120,2.8200,462.41,move_early
11.646906,19.8420,0.8060,2.8160,464.92,move_early
11.659335,12.4290,1.1810,3.9970,465.89,move_early
11.684796,25.4610,0.9540,2.8320,466.19,move_early
11.706160,21.3640,1.1240,4.2300,467.23,move_early
11.726220,20.0600,1.4030,2.8230,467.89,move_early
11.749334,23.1140,1.2820,2.8110,468.56,move_early
11.824207,74.8730,1.3290,6.8550,469.46,move_early
11.837658,13.4510,1.1870,2.8110,472.56,move_early
11.871571,33.9130,1.2300,2.8000,473.32,move_early
11.897742,26.1710,1.1070,2.8050,474.88,move_early
11.914865,17.1230,1.3180,2.8160,476.09,move_early
11.930235,15.3700,1.3180,3.4410,476.78,move_early
11.945372,15.1370,1.3250,3.9020,477.37,move_early
11.959349,13.9770,1.3180,4.2500,477.96,move_early
